user,label,score
0,pos,12.954353332519531
0,neg,10.367046356201172
0,neg,8.125335693359375
0,neg,3.7564327716827393
0,neg,4.19822883605957
0,neg,3.281672954559326
0,neg,13.69640064239502
0,neg,4.690718173980713
0,neg,2.832279682159424
0,neg,7.566607475280762
0,neg,6.998084545135498
0,neg,9.01510238647461
0,neg,2.6298797130584717
0,neg,7.92158317565918
0,neg,6.773087978363037
0,neg,8.879135131835938
0,neg,6.5509114265441895
0,neg,6.2329936027526855
0,neg,7.3859968185424805
0,neg,4.6822590827941895
0,neg,6.888515472412109
0,neg,5.725409507751465
0,neg,9.707395553588867
0,neg,4.04409646987915
0,neg,3.6290807723999023
0,neg,4.7333784103393555
0,neg,9.190923690795898
0,neg,8.208586692810059
0,neg,9.003578186035156
0,neg,7.986483097076416
0,neg,7.134901523590088
0,neg,9.478055953979492
0,neg,5.697327136993408
0,neg,4.5524444580078125
0,neg,1.6209505796432495
0,neg,9.99358081817627
0,neg,3.9690918922424316
0,neg,5.094577789306641
0,neg,2.149970054626465
0,neg,10.59981632232666
0,neg,7.5738983154296875
0,neg,7.092731475830078
0,neg,8.2915678024292
0,neg,5.942082405090332
0,neg,8.582426071166992
0,neg,11.517976760864258
0,neg,8.321919441223145
0,neg,6.962460994720459
0,neg,2.72454571723938
0,neg,3.38088321685791
0,neg,4.627805709838867
0,neg,0.9180445671081543
0,neg,4.785987377166748
0,neg,2.8336710929870605
0,neg,5.639375686645508
0,neg,1.2114405632019043
0,neg,2.6479814052581787
0,neg,8.600659370422363
0,neg,13.45051383972168
0,neg,4.260258674621582
0,neg,2.891214609146118
0,neg,5.717647552490234
0,neg,5.93156623840332
0,neg,8.30705451965332
0,neg,4.459715366363525
0,neg,14.20289421081543
0,neg,18.322500228881836
0,neg,2.439072847366333
0,neg,5.905588150024414
0,neg,6.798496723175049
0,neg,3.822427272796631
0,neg,8.473255157470703
0,neg,6.843136787414551
0,neg,7.959549903869629
0,neg,3.6053786277770996
0,neg,11.89982795715332
0,neg,11.045782089233398
0,neg,1.0024287700653076
0,neg,14.394819259643555
0,neg,3.52750563621521
0,neg,9.467427253723145
0,neg,9.982504844665527
0,neg,7.138411521911621
0,neg,3.6894214153289795
0,neg,10.784751892089844
0,neg,9.474629402160645
0,neg,6.090939998626709
0,neg,6.184442520141602
0,neg,4.829356670379639
0,neg,13.099696159362793
0,neg,22.02642822265625
0,neg,4.038987159729004
0,neg,4.776823997497559
0,neg,3.831153154373169
0,neg,3.527385711669922
0,neg,8.854307174682617
0,neg,6.041004657745361
0,neg,5.172160625457764
0,neg,8.899065017700195
0,neg,11.237526893615723
1,pos,10.220393180847168
1,neg,22.840707778930664
1,neg,8.630898475646973
1,neg,8.132272720336914
1,neg,8.518966674804688
1,neg,2.67716646194458
1,neg,19.837732315063477
1,neg,38.03150939941406
1,neg,6.5898051261901855
1,neg,13.645437240600586
1,neg,11.282404899597168
1,neg,7.75941276550293
1,neg,4.138545036315918
1,neg,9.485759735107422
1,neg,6.761927127838135
1,neg,16.650094985961914
1,neg,15.507640838623047
1,neg,95.29585266113281
1,neg,22.843448638916016
1,neg,10.673973083496094
1,neg,6.726870536804199
1,neg,11.234076499938965
1,neg,17.738719940185547
1,neg,10.365340232849121
1,neg,7.613997936248779
1,neg,10.637065887451172
1,neg,9.0081148147583
1,neg,8.130891799926758
1,neg,1.5325851440429688
1,neg,10.909233093261719
1,neg,32.55480194091797
1,neg,8.669988632202148
1,neg,6.752623081207275
1,neg,0.2136073112487793
1,neg,10.84546184539795
1,neg,5.667282581329346
1,neg,5.726809978485107
1,neg,14.68603801727295
1,neg,10.54677963256836
1,neg,15.893656730651855
1,neg,13.918889045715332
1,neg,7.251296043395996
1,neg,27.320037841796875
1,neg,15.987565040588379
1,neg,9.63410758972168
1,neg,7.416843891143799
1,neg,11.894721031188965
1,neg,13.450161933898926
1,neg,18.37238121032715
1,neg,6.268343925476074
1,neg,14.331028938293457
1,neg,10.97627067565918
1,neg,9.13649845123291
1,neg,8.198126792907715
1,neg,14.344711303710938
1,neg,15.60347843170166
1,neg,3.309394359588623
1,neg,8.659788131713867
1,neg,16.160900115966797
1,neg,12.485036849975586
1,neg,5.388275623321533
1,neg,3.8196916580200195
1,neg,22.28738021850586
1,neg,2.440368413925171
1,neg,13.187603950500488
1,neg,10.082245826721191
1,neg,13.570377349853516
1,neg,16.586627960205078
1,neg,3.0002737045288086
1,neg,9.900172233581543
1,neg,14.016908645629883
1,neg,14.169857025146484
1,neg,4.610750198364258
1,neg,9.28221607208252
1,neg,7.385030269622803
1,neg,4.716827392578125
1,neg,13.429702758789062
1,neg,8.677386283874512
1,neg,6.581604957580566
1,neg,10.768959045410156
1,neg,4.664920806884766
1,neg,9.055354118347168
1,neg,11.230223655700684
1,neg,29.087539672851562
1,neg,11.128094673156738
1,neg,14.526899337768555
1,neg,12.851471900939941
1,neg,8.239882469177246
1,neg,7.840396881103516
1,neg,8.573638916015625
1,neg,9.3981351852417
1,neg,24.21735191345215
1,neg,8.960609436035156
1,neg,10.691304206848145
1,neg,6.913141250610352
1,neg,12.512956619262695
1,neg,18.715681076049805
1,neg,11.368974685668945
1,neg,17.59500503540039
1,neg,7.243124008178711
2,pos,7.385764122009277
2,neg,-4.5700507164001465
2,neg,1.839120864868164
2,neg,14.24909496307373
2,neg,5.284820556640625
2,neg,3.5669798851013184
2,neg,0.8445454835891724
2,neg,4.153631210327148
2,neg,1.0178955793380737
2,neg,8.27541446685791
2,neg,4.983153343200684
2,neg,1.3419442176818848
2,neg,9.542770385742188
2,neg,0.9916567802429199
2,neg,-1.3786805868148804
2,neg,-6.50586462020874
2,neg,1.4425655603408813
2,neg,0.1813960075378418
2,neg,-0.7562997341156006
2,neg,3.689845323562622
2,neg,-1.3674126863479614
2,neg,4.997017860412598
2,neg,5.461739540100098
2,neg,7.420984268188477
2,neg,2.2911009788513184
2,neg,-6.799248695373535
2,neg,17.03816795349121
2,neg,5.920000076293945
2,neg,8.066751480102539
2,neg,4.241964340209961
2,neg,0.5659093856811523
2,neg,-3.510981559753418
2,neg,1.7918146848678589
2,neg,-0.4638857841491699
2,neg,12.1675386428833
2,neg,0.4377579689025879
2,neg,5.726591110229492
2,neg,3.005629062652588
2,neg,15.590648651123047
2,neg,2.9746522903442383
2,neg,5.243100166320801
2,neg,-0.9645323753356934
2,neg,7.058995723724365
2,neg,2.559570789337158
2,neg,-0.9622581005096436
2,neg,11.575960159301758
2,neg,4.250707626342773
2,neg,1.5366647243499756
2,neg,2.4322092533111572
2,neg,4.402721405029297
2,neg,-2.1970748901367188
2,neg,8.126684188842773
2,neg,2.326512336730957
2,neg,-2.826197862625122
2,neg,0.01590752601623535
2,neg,5.555908679962158
2,neg,7.508593559265137
2,neg,3.048111915588379
2,neg,3.9047152996063232
2,neg,0.3034501075744629
2,neg,-0.5857694149017334
2,neg,1.733755111694336
2,neg,2.786877155303955
2,neg,5.189213752746582
2,neg,1.8624101877212524
2,neg,6.994121551513672
2,neg,1.956054449081421
2,neg,3.0669593811035156
2,neg,5.788224220275879
2,neg,5.042662620544434
2,neg,7.573890686035156
2,neg,0.42675113677978516
2,neg,-0.5557699203491211
2,neg,2.761343479156494
2,neg,7.625389099121094
2,neg,2.7990994453430176
2,neg,5.648332595825195
2,neg,7.411634922027588
2,neg,-0.6560521125793457
2,neg,0.5378694534301758
2,neg,5.841650485992432
2,neg,0.5893080234527588
2,neg,12.954381942749023
2,neg,11.44327163696289
2,neg,5.689656734466553
2,neg,2.5812292098999023
2,neg,-3.4503986835479736
