user,label,score
0,pos,28.60485076904297
0,neg,3.338766098022461
0,neg,-0.5345848798751831
0,neg,2.511260509490967
0,neg,-0.1495286226272583
0,neg,0.205430269241333
0,neg,-0.3217552602291107
0,neg,-7.105053424835205
0,neg,14.992721557617188
0,neg,2.284205675125122
0,neg,-2.352701187133789
0,neg,-10.797087669372559
0,neg,1.7737610340118408
0,neg,6.229084014892578
0,neg,-9.035028457641602
0,neg,-3.9499001502990723
0,neg,-3.5840511322021484
0,neg,5.492529392242432
0,neg,-5.151490211486816
0,neg,-4.153896808624268
0,neg,-7.3079423904418945
0,neg,-1.402716875076294
0,neg,1.20045804977417
0,neg,-6.08766508102417
0,neg,-3.5623085498809814
0,neg,3.635265350341797
0,neg,-0.29437243938446045
0,neg,2.2936320304870605
0,neg,6.50074577331543
0,neg,1.3555243015289307
0,neg,10.091533660888672
0,neg,3.895571231842041
0,neg,-6.229831218719482
0,neg,0.4694405794143677
0,neg,4.241238594055176
0,neg,-0.2762460708618164
0,neg,0.46346068382263184
0,neg,5.551076889038086
0,neg,1.4383342266082764
0,neg,14.473048210144043
0,neg,-1.5665539503097534
0,neg,1.0684964656829834
0,neg,3.9048821926116943
0,neg,-1.3075283765792847
0,neg,-7.231964111328125
0,neg,-1.628960132598877
0,neg,15.74842357635498
0,neg,-3.460655689239502
0,neg,-3.4074854850769043
0,neg,-2.8899779319763184
0,neg,5.631843090057373
0,neg,5.891232490539551
0,neg,-3.577610731124878
0,neg,-9.71765422821045
0,neg,1.7091071605682373
0,neg,0.08373981714248657
0,neg,-1.0443227291107178
0,neg,-6.824776649475098
0,neg,-2.8516578674316406
0,neg,9.797900199890137
0,neg,10.57370376586914
0,neg,10.751435279846191
0,neg,4.578892707824707
0,neg,3.5786705017089844
0,neg,-1.4898383617401123
0,neg,2.9621078968048096
0,neg,-1.0904282331466675
0,neg,6.580510139465332
0,neg,6.528437614440918
0,neg,8.997933387756348
0,neg,-3.9450314044952393
0,neg,5.788666725158691
0,neg,-7.649396896362305
0,neg,0.9463927745819092
0,neg,6.79544734954834
0,neg,5.930310249328613
0,neg,7.1528730392456055
0,neg,-4.287223815917969
0,neg,8.418158531188965
0,neg,10.169301986694336
0,neg,9.41869068145752
0,neg,-3.9541378021240234
0,neg,-9.44353199005127
0,neg,2.2985916137695312
0,neg,-1.370691180229187
0,neg,-10.603231430053711
0,neg,2.554244041442871
0,neg,-3.3953771591186523
0,neg,-5.067766189575195
0,neg,2.48829984664917
0,neg,-5.408486366271973
0,neg,-1.9627695083618164
0,neg,-6.704894065856934
0,neg,-1.6524591445922852
0,neg,3.3763489723205566
0,neg,5.6446452140808105
0,neg,9.653396606445312
0,neg,-1.5187113285064697
0,neg,-3.843604326248169
0,neg,2.233323812484741
1,pos,24.974159240722656
1,neg,-1.429964303970337
1,neg,1.2848703861236572
1,neg,-5.144502639770508
1,neg,21.775436401367188
1,neg,-0.4005606174468994
1,neg,4.6337785720825195
